2020-03-07 05:14:18 	nullroot 	wei592628 	I am null_whoami
2021-12-07 06:39:51 	lengmo 	Shutd0wn 	I haven’t heard of it anywhere... Isn’t it just 404? Is it there?
2021-12-07 06:39:57 	lengmo 	Shutd0wn 	There are also 404 sold ones
2021-12-07 06:49:27 	Shutd0wn 	lengmo 	404 is viber
2021-12-07 06:50:20 	lengmo 	Shutd0wn 	Oh yes... This was the astronomical spot in Xi'an before this
2021-12-07 06:50:30 	lengmo 	Shutd0wn 	Made from the astronomical point. They should have
2021-12-07 06:50:38 	lengmo 	Shutd0wn 	Made similar products
2021-12-07 06:50:56 	lengmo 	Shutd0wn 	Now the permission was lost two years ago
2021-12-07 06:53:08 	Shutd0wn 	lengmo 	Is the address book data saved?
2021-12-07 06:53:29 	lengmo 	Shutd0wn 	Historical data may be... This needs to be confirmed...
2021-12-07 06:53:38 	lengmo 	Shutd0wn 	I haven’t asked them about this
2021-12-07 06:56:47 	Shutd0wn 	lengmo 	If it’s convenient, let me ask. There is a procurement requirement in a project
2021-12-07 06:57:25 	lengmo 	Shutd0wn 	Is there any time requirement? Or just have it, because I guess even if they have it, it's not from the past two years.
2021-12-07 06:58:51 	Shutd0wn 	lengmo 	There are requirements for data volume, time does not matter
2021-12-07 07:00:54 	lengmo 	Shutd0wn 	One more thing, that project in Wuxi has a procurement of Linux 🐎, but our company does not have one. The procurement was from Huaxin Network Security. Then I talked to Si Xu last time, and he and his friends also did it. Linux 🐎, because Windows 🐎 didn’t pay anyone last time, at the same price, can I use Si Xu’s one...
2021-12-07 07: 01:02 	lengmo 	Shutd0wn 	Let me ask about that matter
2021-12-07 07:02:26 	Shutd0wn 	lengmo 	Yes, yes
2021-12-07 07:03:13 	lengmo 	Shutd0wn 	I asked Sister Ping to connect with her as a channel for us.
2021-12-07 07:04:32 	Shutd0wn 	lengmo 	OK
2021-12-07 07:57:09 	lengmo 	Shutd0wn 	
2021-12-07 07:57:12 	lengmo 	Shutd0wn 	This amount is probably not enough
2021-12-07 07:57:54 	Shutd0wn 	lengmo 	Do you have a sample? You can consider using it as a DEMO data
2021-12-07 07:58:06 	lengmo 	Shutd0wn 	There must be samples
2021-12-07 11:42:15 	Shutd0wn 	lengmo 	Is it convenient to speak?
2021-12-07 11:48:29 	lengmo 	Shutd0wn 	
2021-12-10 09:33:27 	lengmo 	Shutd0wn 	The shares are saying that his uncle hopes that they will get 51% and we will get 49%
2021-12-10 09:33:31 	lengmo 	Shutd0wn 	Look at it...
2021-12-10 09:38:46 	Shutd0wn 	lengmo 	No comments
2021-12-10 09:39:14 	lengmo 	Shutd0wn 	His uncle is expected to come to the company next week, let’s talk about it then
2021-12-10 09:51:07 	lengmo 	Shutd0wn 	https://baike.baidu.com/item/%E8%82%96%E6%9C%88%E5%BC%BA/20449509
2021 -12-10 09:51:18 	lengmo 	Shutd0wn 	
2021-12-10 09:51:27 	lengmo 	Shutd0wn 	This person is the chairman of the new company
2021-12-10 09:53:55 	Shutd0wn 	lengmo 	Vice President Cheng Xin Gong [Doge]
2021-12-10 09:54:14 	lengmo 	Shutd0wn 	Then I went to the 15th Institute of Electrical Engineering and became the deputy director
2021-12-10 09:54:25 	lengmo 	Shutd0wn 	Now go and be the chairman of this newly established company
2021-12-10 09:54:51 	lengmo 	Shutd0wn 	This man and his uncle are both Chen Zhaoxiong’s people
2021-12-10 10:09:13 	Shutd0wn 	lengmo 	The shares can be 49%. According to the company's articles of association, more than half of the directors appointed by An Xun must be 3 for 2 and 5 for 3.
2021-12 -10 10:09:26 	Shutd0wn 	lengmo 	In this case, we can still consolidate the table
2021-12-10 10:09:34 	Shutd0wn 	lengmo 	Everyone can be satisfied
2021-12-10 10:10:25 	lengmo 	Shutd0wn 	I will mention it when the time comes
2021-12-10 10:13:59 	Shutd0wn 	lengmo 	Hmm
2021-12-10 15:19:51 	lengmo 	Shutd0wn 	Where?
2021-12-10 15:21:59 	lengmo 	Shutd0wn 	Suddenly I had a bold idea
2021-12-10 15:23:06 	lengmo 	Shutd0wn 	Can we guide Tai Chi to build a national network security training base in Hainan? A building similar to that of Meiya that integrates accommodation, training, and canteens.
2021-12-10 15:23:47 	lengmo 	Shutd0wn 	Applying for network security training from the Ministry of Public Security or other ministries and commissions will be placed in Hainan
2021-12-10 15:23:56 	lengmo 	Shutd0wn 	Let the Hainan government also invest money
2021-12-10 15:33:14 	Shutd0wn 	lengmo 	It is feasible
2021-12-10 15:35:43 	lengmo 	Shutd0wn 	Maybe it can be done
2021-12-11 00:25:16 	Shutd0wn 	lengmo 	It’s a training base, and the specifications should be higher
2021-12-11 00:25:33 	Shutd0wn 	lengmo 	The kind that covers all food, drink, and diarrhea
2021-12-11 02:12:41 	lengmo 	Shutd0wn 	Well, it is similar to the training building in Meiya, where accommodation, dining halls and training are all there. I have been there before
2021-12-12 10:39:01	Shutd0wn 	lengmo 	Liquidation of confiscated USDT, have you heard of this business? Is there any threshold
2021-12-12 10:41:58 	lengmo 	Shutd0wn 	I know, it’s the realization of virtual currency
2021-12-12 10:43:19 	lengmo 	Shutd0wn 	The threshold is the method of realization. Beijing Zhifan is sold in batches through the exchange
2021-12-12 10:43:44 	lengmo 	Shutd0wn 	It is also possible to directly give coins in one hand and cash in the other hand. This risk is relatively high
2021-12-12 10:43:59 	lengmo 	Shutd0wn 	I have also used foreign exchange to cash out
2021-12-12 11:29:32 	Shutd0wn 	lengmo 	Can we do it
2021-12-12 11:43:52 	lengmo 	Shutd0wn 	You can find resources to cooperate
2021-12-12 13:26:04 	Shutd0wn 	lengmo 	Get it
2021-12-12 13:26:16 	Shutd0wn 	lengmo 	Longyan
2021-12-12 13:26:32 	Shutd0wn 	lengmo 	You have a plate
2021-12-12 13:27:47 	lengmo 	Shutd0wn 	Fujian?
2021-12-12 13:28:02 	lengmo 	Shutd0wn 	They have coins to dispose of?
2021-12-12 14:00:03 	Shutd0wn 	lengmo 	Hmm
2021-12-12 14:00:52 	Shutd0wn 	lengmo 	It’s not against the rules, if you have any connections, I’ll hire you to do it
2021-12-12 14:01:08 	lengmo 	Shutd0wn 	Channel disposal can be found. Zong Lei's side is fine, but I feel like he's unreliable and may involve money laundering
2021-12-12 14:01:32 	lengmo 	Shutd0wn 	The same goes for Ogawa. It is said that it can be disposed of, but I am afraid that it is laundering black money and it is not safe
2021-12-12 14:04:30 	Shutd0wn 	lengmo 	We will discuss it again tomorrow morning
2021-12-12 14:07:52 	lengmo 	Shutd0wn 	Hmm
2021-12-13 13:02:07 	Shutd0wn 	lengmo 	Companies that deal with virtual currencies need to be qualified. They say there is an anti-fraud alliance or something
2021-12-13 13:02:51	lengmo 	Shutd0wn 	There is no such statement
2021-12-13 13:04:17 	lengmo 	Shutd0wn 	Everyone I know has been dealt with several times
2021-12-17 07:54:48 	lengmo 	Shutd0wn 	Convenient phone call?
2021-12-17 07:56:37 	Shutd0wn 	lengmo 	Hmm
2021-12-17 07:58:55 	lengmo 	Shutd0wn 	
2021-12-17 08:00:46 	lengmo 	Shutd0wn 	
2021-12-17 08:04:40 	Shutd0wn 	lengmo 	? ? broken?
2021-12-17 08:06:30 	lengmo 	Shutd0wn 	
2021-12-17 10:25:18 	lengmo 	Shutd0wn 	If you want to go to Beijing later, you can go meet them together. If you have some ideas, you can talk about it again. I'm afraid that what I talked about will be different again
2021-12-17 10:46:44 	Shutd0wn 	lengmo 	Not going
2021-12-17 10:48:15 	lengmo 	Shutd0wn 	Don’t you see the people over there? After all, you are the major shareholder, the boss of the company
2021-12-17 10:49:24 	Shutd0wn 	lengmo 	I have no demands and need to meet. You just need to figure out this line. Note that the loop must be closed. Signing the agreement to form a joint venture is only the first step. There are 10 steps in total
Shutd0wn 	lengmo 	100 steps
2021-12-17 10:50:35 	lengmo 	Shutd0wn 	Well, I know, there must be profits and new market space
2021-12-17 10:59:54 	Shutd0wn 	lengmo 	Well, actually you have no problem with the overall idea, but you can’t be Lei Feng, you have to make profits
2021-12-17 11:00:30 	lengmo 	Shutd0wn 	Well, okay
2021-12-17 11:00:31 	Shutd0wn 	lengmo 	You didn’t expect the management costs. It’s not a good thing to manage a stall
2021-12-17 11:03:47 	lengmo 	Shutd0wn 	It’s just a lot of effort
2021-12-17 11:04:30 	Shutd0wn 	lengmo 	Yes, just create a new copy
2021-12-17 11:05:02 	lengmo 	Shutd0wn 	Equivalent to starting from scratch
2021-12-17 11:05:21 	Shutd0wn 	lengmo 	Zhou Youliang in Hainan
2021-12-17 11:06:06 	lengmo 	Shutd0wn 	Who is this? Is it the one from Wuhan Qiming before? Wearing a headscarf
2021-12-17 11:06:12 	Shutd0wn 	lengmo 	Yes
2021-12-17 11:06:24 	Shutd0wn 	lengmo 	I am just joking, there is no way I can cooperate with him
2021-12-17 11:06:36 	Shutd0wn 	lengmo 	It must be recruiting new people
2021-12-17 11:06:58 	lengmo 	Shutd0wn 	Well, he can’t really do anything at this age
2021-12-19 06:23:25 	Shutd0wn 	lengmo 	
2021-12-19 06:25:06 	lengmo 	Shutd0wn 	I asked about this when I did it before, and I said no. The main thing is to log into the system. The system needs to have records from six months ago, and the system data cannot be changed.
2021-12-19 07:02:12 	Shutd0wn 	lengmo 	He applied a year ago, but did not go through with it. His name is in the system.
2021-12-19 07:02:12 	Shutd0wn 	lengmo 	Diriyal Dilixiati 65010220001004513
2021-12-19 07:02:13 	Shutd0wn 	lengmo 	Wannianchang Police Station
2021-12-19 07:02:41 	Shutd0wn 	lengmo 	If it’s not convenient for you to ask, let’s see if we can do it quickly
2021-12-19 07:07:15 	lengmo 	Shutd0wn 	I'll ask someone to check
2021-12-19 07:13:00 	Shutd0wn 	lengmo 	Hmm
2021-12-19 08:57:05 	lengmo 	Shutd0wn 	I asked and they said that if you have registered before and have not canceled your registration later, you can just bring the materials and apply. You don’t need to wait for half a year.
2021- 12-19 09:09:26 	Shutd0wn 	lengmo 	Can you find someone to help? They say they are unwilling to do it, maybe because of ethnic issues
2021-12-19 09:09:29 	Shutd0wn 	lengmo 	[Facepalm]
2021-12-19 09:14:01 	lengmo 	Shutd0wn 	Have you not registered before? I asked the director of another police station and he said this. I don’t know the police station in Wannianchang
2021-12-20 08:52:01 	Shutd0wn 	lengmo 	How is the progress of our joint venture with the Zhenjiang Municipal Bureau
2021-12-20 08:56:27 	lengmo 	Shutd0wn 	Currently, there are two prefectures and cities being promoted. One is Dan Tu. They have established a case but haven’t started yet. The director of Dantu's top leadership has just been changed, but it is still more beneficial to us. The top leader is the former network security detachment leader of the city bureau. The city bureau asked me to go there in the near future and introduce them to each other. It means that I can push it in depth. The second one is Runzhou District. In this place, the specific handling of cases now is public security. The first clue they gave was that they checked the accounts and they couldn’t match them. They gave several account numbers but they couldn’t match the amount. They were a little bit conceited and made guesses. That platform was making false accounts, so it was recently changed to another one, and they are still investigating...The deputy branch leader of their municipal bureau is still more active and wants to do something. They are also helping us recommend prefectures and cities. Now they say that some bureau chiefs in other districts and counties may also want to move, so we can talk about it after it is finalized
2021-12-20 08:57 :44 	Shutd0wn 	lengmo 	This is too inefficient, you have to change the mode
2021-12-20 09:20:50 	Shutd0wn 	lengmo 	
2021-12-23 02:15:00 	Shutd0wn 	lengmo 	Find time to touch it today
2021-12-23 02:16:06 	lengmo 	Shutd0wn 	[Sweats] I am on a business trip and arrived in Huai'an today
2021-12-23 02:20:37 	Shutd0wn 	lengmo 	How many times a week
2021-12-23 02:22:46 	lengmo 	Shutd0wn 	Planned for Friday afternoon, now waiting for a reply from China Electronics Taichi. They want to ask me to go to China Electronics Taichi to review the project situation first
2021-12-23 02:24:14 	lengmo 	Shutd0wn 	I'm wondering about the project situation. Let Huadong go with me to see what we can do
2021-12-23 02:43:40 	Shutd0wn 	lengmo 	We have an appointment that weekend
2021-12-23 02:50:56 	lengmo 	Shutd0wn 	Hmm
2021-12-27 08:46:38 	lengmo 	Shutd0wn 	Project 334 in Yangzhou won
2021-12-27 08:48:21 	Shutd0wn 	lengmo 	Go for it!
2021-12-29 05:21:30 	lengmo 	Shutd0wn 	Is it convenient to call?
2021-12-29 05:21:37 	Shutd0wn 	lengmo 	Hmm
2021-12-29 05:29:29 	lengmo 	Shutd0wn 	
2021-12-29 06:49:52 	lengmo 	Shutd0wn 	
2021-12-29 06:49:59 	lengmo 	Shutd0wn 	This embarrassment
2021-12-29 06:51:43 	Shutd0wn 	lengmo 	[Scowl]
2021-12-29 06:52:16 	Shutd0wn 	lengmo 	Hmm
2021-12-29 06:52:35 	Shutd0wn 	lengmo 	Let me tell Tao Tingting
2021-12-29 06:52:54 	lengmo 	Shutd0wn 	This is not easy to refuse
2021-12-29 06:56:10 	lengmo 	Shutd0wn 	Then I promised him?
2021-12-29 06:56:23 	Shutd0wn 	lengmo 	Hmm
2021-12-29 06:56:30 	lengmo 	Shutd0wn 	Okay
2021-12-31 00:26:19 	Shutd0wn 	lengmo 	
2021-12-31 00:31:41 	Shutd0wn 	lengmo 	
2021-12-31 00:46:02 	lengmo 	Shutd0wn 	Well, okay👌
2021-12-31 00:46:32 	lengmo 	Shutd0wn 	Was it paid to Mr. Zhang’s personal card?
2021-12-31 00:47:52 	Shutd0wn 	lengmo 	
2021-12-31 00:48:46 	Shutd0wn 	lengmo 	
2021-12-31 00:49:17 	Shutd0wn 	lengmo 	
2021-12-31 00:50:19 	lengmo 	Shutd0wn 	Well, yes. If you invest 500W in other things, you can earn a lot in the next few years
2021-12-31 00:50:50 	Shutd0wn 	lengmo 	Thanks for his support
2021-12-31 00:51:00 	Shutd0wn 	lengmo 	To be updated later
2021-12-31 00:51:22 	lengmo 	Shutd0wn 	Hmm
2022-01-04 02:52:25 	lengmo 	Shutd0wn 	Are you still in Chengdu?
2022-01-04 02:52:32 	lengmo 	Shutd0wn 	
2022-01-04 02:54:54 	Shutd0wn 	lengmo 	Yes, I will return to Shanghai on Friday
2022-01-04 02:57:24 	lengmo 	Shutd0wn 	I am still talking with Tai Chi and the others. When I came back from Beijing, his uncle had a good deal with Tai Chi. He just asked me to come over and said that the company in Hainan, Tai Chi and 15th Institute would take 10% of the company and leave the rest. We agreed that Tai Chi would require his uncle to practice it himself so that he could rest assured that something might happen.
2022-01-04 02:57:28 	lengmo 	Shutd0wn 	What do you think
2022-01-04 02:58:24 	Shutd0wn 	lengmo 	Is there a problem with our consolidation?
2022-01-04 02:58:54 	Shutd0wn 	lengmo 	It doesn’t matter if you are a legal person, his uncle can do it
2022-01-04 03:00:52 	Shutd0wn 	lengmo 	
2022-01-04 03:01:13 	Shutd0wn 	lengmo 	
2022-01-04 03:04:32 	lengmo 	Shutd0wn 	5 4 1
2022-01-04 03:06:33 	Shutd0wn 	lengmo 	Share allocation?
2022-01-04 03:11:50 	lengmo 	Shutd0wn 	We 4
2022-01-04 03:12:17 	lengmo 	Shutd0wn 	I will come back and tell you the specific situation
2022-01-04 03:12:25 	Shutd0wn 	lengmo 	Hmm
2022-01-04 03:12:41 	lengmo 	Shutd0wn 	I haven’t agreed to die now. I said we would discuss it when we come back, but it doesn’t matter if I say it.
2022-01-04 05:55:58 	lengmo 	Shutd0wn 	Are you over there in Building 76?
2022-01-04 05:56:12 	Shutd0wn 	lengmo 	Hmm
2022-01-04 05:56:53 	lengmo 	Shutd0wn 	Then I will come to you now·
2022-01-04 05:57:24 	Shutd0wn 	lengmo 	OK
2022-01-06 03:36:35 	Shutd0wn 	lengmo 	
2022-01-06 03:40:34 	lengmo 	Shutd0wn 	There is no eleventh round, but it is reported in every training.
2022-01-06 03:40:52 	lengmo 	Shutd0wn 	That Hengqin in Zhuhai? Do you want to go to Zhuhai for training?
2022-01-06 03:42:16 	Shutd0wn 	lengmo 	Definitely leave us here
2022-01-06 03:42:36 	Shutd0wn 	lengmo 	Everyone comes forward and everyone lifts each other up,
2022-01-06 03:45:35 	Shutd0wn 	lengmo 	Is there any request for one card to be dealt in 11 rounds? If An Xun&I is authorized, I think I can handle it
2022-01-06 03:45: 39 	lengmo 	Shutd0wn 	Cooperation
2022-01-06 03:45:54 	lengmo 	Shutd0wn 	It is better for one institution to come forward
2022-01-06 03:45:59 	lengmo 	Shutd0wn 	We are a private enterprise after all
